old_id,new_id
1,21111007-85f3-4f3c-a159-fbb35b93b0c1
2,2d244b1d-0833-457a-9a05-5e7f2b2acf82
3,922b70ec-a13d-4738-a05f-64f345894534
4,9deeb362-9df7-41d4-b8dd-a4d623c192e5
5,f48c1eec-112a-4557-80c8-b5664924fae6
6,8cead634-f62f-4b60-9e59-cec82b1a28b2
